tx_nome_parlamentar;sg_uf;sg_partido;manutencao_de_escritorio_de_apoio_a_atividade_parlamentar;combustiveis_e_lubrificantes;consultorias_pesquisas_e_trabalhos_tecnicos;divulgacao_da_atividade_parlamentar;passagem_aerea_reembolso;telefonia;servicos_postais;fornecimento_de_alimentacao_do_parlamentar;hospedagem_exceto_do_parlamentar_no_distrito_federal;locacao_ou_fretamento_de_aeronaves;servico_de_taxi_pedagio_e_estacionamento;passagem_aerea_rpa;locacao_ou_fretamento_de_veiculos_automotores;passagem_aerea_sigepa;passagens_terrestres_maritimas_ou_fluviais;servico_de_seguranca_prestado_por_empresa_especializada;assinatura_de_publicacoes;aquisicao_de_tokens_e_certificados_digitais;locacao_ou_fretamento_de_embarcacoes;participacao_em_curso_palestra_ou_evento_similar
Robério Monteiro;CE;PDT;2551,80;2894,58;54000,00;88000,00;0,00;4085,46;405,71;0,00;0,00;0,0;0,00;0,00;36918,00;99421,40;0,00;0,00;0,00;0,00;0;0
Charlles Evangelista;MG;PP;62449,39;42637,45;0,00;5000,00;0,00;5317,79;71,59;0,00;3879,10;0,0;3218,27;95531,17;34841,66;19574,95;0,00;1272,00;0,00;0,00;0;0
Gilberto Abramo;MG;REPUBLICANOS;396,80;19425,60;0,00;36850,00;0,00;3934,00;4049,14;324,74;0,00;0,0;1093,75;446,44;104304,99;46180,40;0,00;0,00;0,00;0,00;0;0
Paulo Guedes;MG;PT;46776,62;39650,92;0,00;74000,00;0,00;1060,66;748,71;0,00;4625,87;0,0;110,00;15863,15;103140,00;28257,79;0,00;0,00;0,00;0,00;0;0
Fred Costa;MG;PATRIOTA;84478,39;27008,31;32000,00;40317,00;0,00;5308,80;4284,62;0,00;496,31;0,0;139,20;6733,38;38716,07;46321,58;0,00;0,00;0,00;0,00;0;0
Airton Faleiro;PA;PT;0,00;9306,88;10000,00;75380,00;0,00;10748,02;425,59;0,00;1606,50;0,0;64,11;0,00;69650,00;136156,96;0,00;0,00;0,00;0,00;0;0
Celso Sabino;PA;UNIÃO;4896,96;34646,77;0,00;81595,15;5256,27;27,10;770,11;0,00;18197,69;0,0;0,00;4516,71;49070,26;137108,34;316,00;0,00;0,00;0,00;0;0
Júnior Ferrari;PA;PSD;0,00;18986,93;0,00;23200,00;0,00;1114,73;81,72;0,00;0,00;0,0;0,00;12906,50;0,00;38373,35;0,00;0,00;0,00;0,00;0;0
Olival Marques;PA;MDB;0,00;8075,78;149000,00;115000,00;0,00;49,46;761,69;0,00;0,00;0,0;0,00;13448,51;0,00;63014,85;0,00;0,00;0,00;0,00;0;0
Cássio Andrade;PA;PSB;11575,09;43563,84;90000,00;90000,00;0,00;525,00;185,69;0,00;1461,00;0,0;0,00;1191,15;0,00;64317,12;0,00;0,00;0,00;0,00;0;0
Eduardo Costa;PA;PSD;965,83;21680,15;50000,00;171759,63;0,00;468,01;137,12;0,00;0,00;0,0;0,00;0,00;0,00;84773,63;0,00;0,00;0,00;0,00;0;0
Alencar Santana;SP;PT;55110,73;37480,96;0,00;101260,00;0,00;1432,36;441,13;0,00;396,00;0,0;3083,89;0,00;44700,00;29082,61;0,00;0,00;0,00;0,00;0;0
Bozzella;SP;UNIÃO;76180,74;26501,11;0,00;30115,66;7594,62;9705,41;261,50;0,00;0,00;0,0;2099,53;2975,93;100000,00;56502,02;0,00;0,00;0,00;0,00;0;0
Alexandre Padilha;SP;PT;12226,06;36008,70;55300,00;116800,00;0,00;1115,03;1342,42;2365,27;7015,38;0,0;5564,11;30945,01;1192,25;12360,66;1098,97;0,00;0,00;0,00;0;0
Cezinha de Madureira;SP;PSD;32428,14;25859,56;37500,00;51250,00;5578,24;9732,50;511,46;0,00;0,00;0,0;32,97;6877,38;78645,60;70469,93;0,00;0,00;3670,00;0,00;0;0
Vavá Martins;PA;REPUBLICANOS;41854,31;25014,12;0,00;45000,00;2614,92;1084,19;634,59;0,00;9577,00;0,0;0,00;1938,95;14040,00;93090,16;0,00;0,00;0,00;0,00;0;0
Marcos Pereira;SP;REPUBLICANOS;5621,50;3998,43;0,00;75000,00;0,00;1808,41;590,45;0,00;1411,97;0,0;0,00;56189,84;0,00;26403,41;0,00;0,00;0,00;0,00;0;0
Carla Zambelli;SP;PL;73552,37;21173,90;0,00;51663,86;0,00;15220,75;993,27;349,47;9300,91;0,0;2106,51;0,00;15750,00;60507,54;258,39;0,00;6535,50;0,00;0;0
Igor Timo;MG;PODE;129335,94;50746,35;4193,00;62296,59;4110,17;8229,77;943,97;0,00;46278,15;0,0;284,00;45310,30;0,00;5855,85;437,97;0,00;0,00;0,00;0;0
Áurea Carolina;MG;PSOL;67624,40;25426,01;13720,00;15850,00;11555,14;3396,57;0,00;0,00;8122,19;0,0;3041,05;4975,13;48052,71;90110,27;982,10;2843,26;1665,00;0,00;0;0
Franco Cartafina;MG;PP;37291,06;38635,60;88200,00;63578,46;0,00;7996,23;0,00;1152,41;17600,88;0,0;2706,24;0,00;51944,00;5488,71;533,08;2391,00;380,00;0,00;0;0
David Soares;SP;UNIÃO;1526,95;16590,57;0,00;31787,50;0,00;10594,86;202,29;2721,61;4931,23;0,0;1946,22;0,00;40770,87;72054,58;0,00;0,00;0,00;0,00;0;0
Delegado Marcelo Freitas;MG;UNIÃO;62311,72;42908,37;0,00;42459,77;0,00;2129,26;15422,79;87,50;5564,08;0,0;3592,03;31,37;92812,00;18429,12;1504,47;0,00;0,00;0,00;0;0
Guiga Peixoto;SP;PSC;54920,06;33483,64;67980,00;22700,00;0,00;3755,01;0,00;3167,95;374,70;0,0;9161,43;0,00;36789,17;14618,98;0,00;0,00;0,00;0,00;0;0
Coronel Tadeu;SP;PL;47931,04;41990,82;18000,00;125668,00;0,00;11781,50;16815,91;87,52;140,00;0,0;11593,46;0,00;0,00;49938,67;350,86;0,00;0,00;0,00;0;0
André Janones;MG;AVANTE;0,00;35782,16;150000,00;45780,05;0,00;4,60;877,94;0,00;3315,65;0,0;3200,00;0,00;50500,00;3350,88;0,00;7875,00;0,00;0,00;0;0
Alexis Fonteyne;SP;NOVO;26685,32;3773,87;90700,00;37500,00;0,00;1112,14;0,00;577,45;0,00;0,0;3885,50;0,00;0,00;8868,88;0,00;0,00;0,00;0,00;0;0
Zé Vitor;MG;PL;14559,40;46642,56;20500,00;122425,00;0,00;298,41;143,28;0,00;2950,04;0,0;0,00;3026,30;3192,00;16823,34;0,00;0,00;0,00;0,00;0;0
Dr. Frederico;MG;PATRIOTA;64231,53;48535,86;0,00;80500,00;0,00;4609,08;411,22;0,00;4865,38;0,0;662,26;1925,33;72545,00;31535,61;0,00;665,50;0,00;0,00;0;0
Tiago Mitraud;MG;NOVO;3622,44;1438,90;2467,72;6021,60;0,00;6,60;63,21;0,00;1769,68;0,0;2377,85;0,00;471,74;9413,33;0,00;0,00;0,00;0,00;0;0
Junio Amaral;MG;PL;30072,19;43836,40;38000,00;2400,00;0,00;912,95;1546,76;0,00;8623,74;0,0;1230,75;0,00;40312,53;12475,81;1087,15;0,00;0,00;0,00;0;0
Abou Anni;SP;UNIÃO;69751,21;17776,75;0,00;58720,00;22053,44;4039,33;120662,00;4190,81;52,00;0,0;4997,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
Marco Bertaiolli;SP;PSD;32786,05;23775,19;0,00;73245,47;0,00;1727,11;781,73;0,00;0,00;0,0;0,00;73974,14;0,00;0,00;0,00;0,00;0,00;0,00;0;0
Lucas Gonzalez;MG;NOVO;0,00;20632,71;38000,00;48000,00;0,00;28,18;0,00;0,00;290,00;0,0;694,00;3528,04;0,00;23123,36;0,00;0,00;0,00;0,00;0;0
Pinheirinho;MG;PP;7486,50;51511,29;0,00;107615,82;0,00;69,22;90,00;57,33;1988,00;0,0;699,64;1606,06;72430,00;49393,59;0,00;0,00;0,00;0,00;0;0
Rosana Valle;SP;PL;118482,27;19128,99;10500,00;54745,00;0,00;520,96;18546,46;0,00;0,00;0,0;7678,03;0,00;30773,25;76516,80;0,00;0,00;0,00;0,00;0;0
Luiz Philippe de Orleans e Bragança;SP;PL;0,00;0,00;1572,90;85969,31;0,00;1112,36;21,02;0,00;3250,61;0,0;5729,12;1610,38;0,00;124407,17;0,00;0,00;0,00;0,00;0;0
Geninho Zuliani;SP;UNIÃO;51424,18;26620,72;0,00;86165,92;0,00;7301,62;1016,35;1663,29;14361,15;0,0;10159,57;43915,07;37955,00;492,03;0,00;2612,00;0,00;0,00;0;0
Adriana Ventura;SP;NOVO;136,79;0,00;0,00;0,00;0,00;444,99;193,26;0,00;0,00;0,0;1415,96;0,00;0,00;29381,42;0,00;0,00;0,00;0,00;0;0
Policial Katia Sastre;SP;PL;29664,67;43530,81;89340,00;6750,00;3527,82;207,15;2358,16;4370,44;11126,07;0,0;1880,94;64030,25;45921,76;54513,50;0,00;0,00;0,00;0,00;0;0
Rodrigo Agostinho;SP;PSB;1569,50;29454,37;0,00;153449,01;0,00;36,44;0,00;0,00;2460,46;0,0;184,80;29276,82;18325,96;7227,60;0,00;0,00;1500,00;0,00;0;0
Capitão Derrite;SP;PL;69248,31;44984,91;0,00;3999,88;0,00;8227,81;606,20;1731,91;18393,41;0,0;9898,75;39395,41;76448,73;41059,33;0,00;0,00;503,97;0,00;0;0
Vinicius Poit;SP;NOVO;6399,96;0,00;122650,00;0,00;0,00;2,83;0,00;0,00;0,00;0,0;2810,80;1025,80;0,00;36883,85;1207,26;0,00;0,00;0,00;0;0
Idilvan Alencar;CE;PDT;34297,66;41996,44;0,00;127500,28;0,00;4369,73;2807,14;0,00;6409,00;0,0;0,00;212,00;34909,27;78348,86;0,00;4400,00;0,00;0,00;0;0
Tabata Amaral;SP;PSB;30620,94;17194,78;103707,18;7674,25;0,00;1288,23;558,02;0,00;0,00;0,0;12305,12;0,00;19394,28;90185,84;0,00;0,00;0,00;0,00;0;0
Sâmia Bomfim;SP;PSOL;5505,10;8884,51;849,00;112000,00;0,00;38,01;767,99;0,00;0,00;0,0;0,00;12604,41;0,00;96959,13;0,00;75758,66;0,00;0,00;0;0
Kim Kataguiri;SP;UNIÃO;1451,60;0,00;0,00;0,00;752,77;20,89;140,71;0,00;0,00;0,0;0,00;0,00;0,00;199990,40;0,00;0,00;0,00;0,00;0;0
Enrico Misasi;SP;MDB;161552,02;14352,11;0,00;11362,36;0,00;6275,91;282,31;0,00;2424,80;0,0;3218,92;0,00;34191,60;76257,77;993,49;595,00;0,00;0,00;0;0
Paulo Bengtson;PA;PTB;21436,20;16300,95;75000,00;70390,00;707,06;14330,33;272,87;0,00;0,00;0,0;0,00;4400,15;69930,00;56571,96;0,00;0,00;0,00;0,00;0;0
Maria Rosas;SP;REPUBLICANOS;28774,83;14263,49;0,00;20000,00;0,00;3504,48;1017,70;0,00;0,00;0,0;1674,04;0,00;67133,00;54176,41;0,00;0,00;0,00;0,00;0;0
Eduardo Bismarck;CE;PDT;56385,29;40452,48;6000,00;62225,00;1101,33;385,63;901,40;2492,53;11047,63;15944,9;401,00;6672,29;112500,00;68183,87;0,00;0,00;173,70;0,00;0;0
Denis Bezerra;CE;PSB;60829,69;18642,01;16000,00;116500,00;0,00;34,10;639,25;0,00;0,00;0,0;0,00;0,00;90900,00;62089,97;0,00;3636,63;0,00;0,00;0;0
Alexandre Frota;SP;PROS;26505,20;52773,41;55000,00;93600,00;0,00;18775,64;1317,52;0,00;903,47;0,0;8246,39;15823,82;105677,55;10845,93;0,00;0,00;0,00;0,00;0;0
Alê Silva;MG;REPUBLICANOS;63700,59;50713,12;0,00;79353,50;0,00;859,95;0,00;0,00;16245,71;0,0;2005,90;0,00;30556,48;14648,43;88,60;0,00;0,00;0,00;0;0
Joice Hasselmann;SP;PSDB;40187,16;16368,90;0,00;130014,84;0,00;14435,97;198,41;0,00;1368,15;0,0;2246,20;4046,79;0,00;90371,87;0,00;0,00;0,00;0,00;0;0
Léo Motta;MG;REPUBLICANOS;32060,00;51167,84;20000,00;23600,00;0,00;2195,20;433,41;6743,50;10864,91;0,0;3301,46;395,65;109920,00;28285,66;139,99;0,00;0,00;0,00;0;0
Heitor Freire;CE;UNIÃO;116027,36;42530,68;186550,00;30150,00;3912,90;528,61;2202,55;0,00;0,00;0,0;0,00;0,00;0,00;45155,09;0,00;0,00;0,00;0,00;0;0
AJ Albuquerque;CE;PP;4787,10;32780,31;6000,00;130307,50;0,00;3272,71;240,30;0,00;0,00;0,0;0,00;0,00;35900,00;72768,84;0,00;0,00;0,00;254,52;0;0
Júnior Mano;CE;PL;0,00;0,00;101000,00;35000,00;0,00;3210,14;274,79;0,00;532,00;14283,9;0,00;13763,89;11400,00;92847,80;0,00;0,00;0,00;0,00;0;0
Bosco Saraiva;AM;SOLIDARIEDADE;85254,11;10865,72;60000,00;118415,00;0,00;3168,61;11498,62;0,00;0,00;0,0;0,00;6823,36;42000,00;47200,62;0,00;0,00;0,00;0,00;54500;0
Pastor Sargento Isidório;BA;AVANTE;4371,00;42001,42;0,00;0,00;1125,71;3636,39;880,66;0,00;0,00;0,0;0,00;4112,46;10900,00;57412,19;0,00;0,00;0,00;0,00;0;0
Abílio Santana;BA;PSC;7554,54;26295,04;22500,00;60000,00;3351,68;1,02;1026,61;247,79;0,00;0,0;0,00;748,44;80000,00;45622,07;0,00;0,00;0,00;0,00;0;0
José Ricardo;AM;PT;81738,15;49361,57;23555,60;87015,00;0,00;15555,48;1730,34;508,17;5930,00;0,0;574,37;0,00;27253,95;76713,87;9240,00;0,00;1455,58;0,00;0;0
Marcelo Ramos;AM;PSD;58066,66;21864,85;53600,00;42800,00;0,00;4437,19;0,00;0,00;2309,44;17000,0;0,00;0,00;20000,00;170069,16;0,00;0,00;465,00;0,00;0;0
Sidney Leite;AM;PSD;0,00;22895,12;0,00;20000,00;0,00;52,81;800,36;0,00;0,00;97675,0;0,00;13565,89;33900,00;81004,27;0,00;0,00;0,00;0,00;0;0
Marcelo Nilo;BA;REPUBLICANOS;84532,19;58022,23;0,00;46743,83;0,00;6165,43;586,56;4582,88;0,00;0,0;0,00;50722,26;116800,00;0,00;0,00;0,00;0,00;0,00;0;0
Zé Neto;BA;PT;104152,75;52557,01;0,00;84957,98;0,00;12137,32;5319,18;1061,21;0,00;0,0;2029,23;13549,96;0,00;48611,91;744,74;0,00;1032,00;0,00;0;0
Adolfo Viana;BA;PSDB;5117,50;8813,64;50000,00;38000,00;2930,45;5194,54;96,00;0,00;0,00;72050,3;0,00;0,00;75000,00;63182,94;0,00;0,00;0,00;0,00;0;0
Bira do Pindaré;MA;PSB;50277,13;45241,40;40000,00;116636,53;37258,64;8791,84;6,40;0,00;10676,20;0,0;1607,91;0,00;21940,77;50032,33;2025,50;0,00;3294,38;0,00;0;0
Edilázio Júnior;MA;PSD;33957,60;54945,31;28000,00;53450,00;0,00;7409,51;953,79;0,00;2921,50;0,0;0,00;0,00;18000,00;70166,96;0,00;0,00;0,00;0,00;0;0
Josimar Maranhãozinho;MA;PL;0,00;14595,01;40000,00;55200,00;0,00;9,19;833,46;0,00;0,00;0,0;0,00;5385,81;0,00;44405,86;0,00;0,00;0,00;0,00;0;0
Igor Kannário;BA;UNIÃO;30642,54;2602,03;66000,00;122390,00;0,00;975,58;3117,75;0,00;0,00;0,0;0,00;5367,50;36000,00;42592,95;0,00;0,00;0,00;0,00;0;0
Professora Dayane Pimentel;BA;UNIÃO;42197,44;16340,76;0,00;22800,00;2106,90;282,01;1455,58;0,00;1616,98;0,0;0,00;43276,24;82880,00;5975,37;0,00;0,00;1077,05;0,00;0;0
Marreca Filho;MA;PATRIOTA;136,20;33826,53;200000,00;101888,00;1787,17;6810,77;2777,52;0,00;1193,32;0,0;0,00;2132,71;3999,84;64547,36;0,00;0,00;0,00;0,00;0;0
Raimundo Costa;BA;PODE;0,00;53911,00;51230,00;82016,00;0,00;1070,04;2213,16;6378,37;7747,00;0,0;0,00;42618,74;120000,00;13026,09;5934,23;0,00;0,00;0,00;0;0
Delegado Pablo;AM;UNIÃO;14803,20;10949,39;42000,00;54455,00;18705,91;9172,61;1139,89;0,00;531,50;66000,0;16,65;8135,12;44920,16;142172,92;0,00;0,00;0,00;0,00;0;0
Pastor Gil;MA;PL;0,00;34791,46;26100,00;122500,00;0,00;3853,82;3292,52;0,00;0,00;0,0;0,00;0,00;48480,56;73910,23;0,00;0,00;0,00;0,00;0;0
Alex Santana;BA;REPUBLICANOS;623,39;21790,42;88320,00;48580,00;0,00;194,41;63,81;0,00;0,00;0,0;0,00;3911,90;88631,50;87433,66;0,00;0,00;0,00;0,00;0;0
Capitão Alberto Neto;AM;PL;13426,61;13688,00;0,00;66742,00;0,00;13777,71;529,69;0,00;0,00;0,0;0,00;1364,47;0,00;123500,75;0,00;0,00;0,00;0,00;0;10000
Otto Alencar Filho;BA;PSD;47976,61;60839,68;40000,00;12350,00;0,00;5822,47;2954,89;1202,31;3033,00;0,0;0,00;7252,81;93596,67;42713,18;0,00;0,00;0,00;0,00;0;0
Junior Lourenço;MA;PL;94578,40;21599,50;90000,00;3000,00;0,00;7584,36;1067,03;0,00;0,00;0,0;0,00;4485,46;0,00;94597,80;0,00;0,00;0,00;0,00;0;0
Gil Cutrim;MA;REPUBLICANOS;0,00;8933,37;22000,00;177539,00;0,00;5442,80;0,00;0,00;0,00;0,0;0,00;1336,87;119000,00;67054,14;0,00;0,00;0,00;0,00;0;0
João Roma;BA;PL;71194,13;32972,59;0,00;7000,00;0,00;43,63;0,00;0,00;0,00;0,0;0,00;0,00;0,00;105568,46;0,00;0,00;0,00;0,00;0;0
Charles Fernandes;BA;PSD;437,00;63807,10;44000,00;71500,00;0,00;6275,21;248,18;1768,61;0,00;0,0;0,00;2276,39;115512,69;19938,74;0,00;0,00;0,00;0,00;0;0
Patricia Ferraz;AP;PODE;33,70;2192,84;30000,00;15000,00;0,00;0,86;249,43;0,00;1556,61;0,0;312,67;0,00;4580,00;1369,37;0,00;0,00;0,00;0,00;0;0
David Miranda;RJ;PDT;11452,50;9331,91;3400,00;158275,60;0,00;404,96;1524,62;0,00;0,00;0,0;18,00;4338,37;4900,00;56850,26;0,00;0,00;0,00;0,00;0;0
Jorge Braz;RJ;REPUBLICANOS;54450,33;14423,65;96000,00;30000,00;3111,41;1801,40;144,60;1606,65;1950,30;0,0;0,00;0,00;90000,00;45901,09;0,00;0,00;0,00;0,00;0;0
Marcelo Brum;RS;REPUBLICANOS;10460,94;11541,66;13330,00;23400,00;0,00;2106,94;710,49;0,00;0,00;0,0;0,00;0,00;21685,65;33919,37;0,00;0,00;0,00;0,00;0;0
Reinhold Stephanes Junior;PR;PSD;9722,24;5758,84;45000,00;23800,00;0,00;2470,61;399,85;385,80;467,37;0,0;1218,91;0,00;0,00;25961,64;0,00;0,00;0,00;0,00;0;0
Ted Conti;ES;PSB;18959,69;5404,90;28500,00;35340,00;0,00;449,11;109,51;0,00;950,40;0,0;0,00;1675,64;13800,00;0,00;0,00;0,00;0,00;0,00;0;0
Bia Cavassa;MS;PSDB;3155,85;12470,28;0,00;71700,00;0,00;1099,24;432,31;0,00;0,00;0,0;0,00;14542,17;23428,02;902,88;450,00;0,00;0,00;0,00;0;0
Joseildo Ramos;BA;PT;77165,11;48898,49;72000,00;88546,60;3798,90;1102,27;60,39;2476,85;7868,04;0,0;0,00;17605,27;44982,00;27353,11;0,00;0,00;0,00;0,00;0;0
Ricardo Silva;SP;PSD;35042,81;50580,56;40000,00;23184,37;37584,04;17057,98;1420,98;4172,81;0,00;0,0;4713,46;0,00;71100,00;13833,56;0,00;0,00;0,00;0,00;0;0
Carla Dickson;RN;UNIÃO;35997,25;14456,23;53836,00;76120,10;0,00;4706,24;13646,77;0,00;0,00;0,0;0,00;15815,53;10500,00;67141,21;0,00;0,00;0,00;0,00;0;0
Dr. Agripino Magalhães;CE;UNIÃO;121,00;17528,05;67000,00;0,00;2943,23;1179,31;52,56;0,00;0,00;0,0;0,00;13060,59;38100,00;22808,30;0,00;0,00;0,00;50,00;0;0
RRenato Queiroz;RR;PSD;0,00;6360,51;6500,00;133500,00;0,00;3,84;0,00;0,00;0,00;0,0;0,00;0,00;0,00;30716,68;0,00;0,00;0,00;0,00;0;0
Joceval Rodrigues;BA;CIDADANIA;0,00;200,00;12200,00;0,00;0,00;0,98;235,96;0,00;0,00;0,0;0,00;0,00;32500,00;8619,77;0,00;0,00;0,00;0,00;0;0
Ricardo da Karol;RJ;PDT;994,70;19630,70;0,00;126950,00;4613,66;26,39;404,13;0,00;0,00;0,0;7477,16;0,00;0,00;78999,30;0,00;0,00;0,00;0,00;0;0
Josivaldo JP;MA;PSD;0,00;15872,09;20000,00;154490,00;0,00;1044,47;1146,25;0,00;0,00;0,0;0,00;0,00;0,00;86953,73;0,00;0,00;0,00;0,00;0;0
Vivi Reis;PA;PSOL;2580,00;22263,36;85055,42;37795,00;0,00;8,08;51,91;0,00;9262,75;0,0;287,41;0,00;9797,87;104938,64;3856,87;85000,00;0,00;0,00;0;0
Pedro Augusto Palareti;RJ;PP;222988,23;21501,22;0,00;38442,82;2017,94;8458,66;463,17;3640,19;0,00;0,0;7760,00;1854,02;25524,67;27677,02;0,00;0,00;0,00;0,00;0;0
Paulo Vicente Caleffi;RS;PSD;20199,00;11890,81;0,00;9180,00;0,00;2076,54;148,54;0,00;901,66;0,0;215,80;0,00;37500,00;20994,56;0,00;0,00;0,00;0,00;0;0
Pedro Dalua;AP;PSC;12000,00;2856,83;29600,00;39676,00;0,00;1,22;0,00;0,00;0,00;0,0;0,00;0,00;6000,00;46461,47;0,00;0,00;0,00;0,00;0;0
Jones Moura;RJ;PSD;126118,97;26465,78;0,00;43509,88;1071,23;489,75;1370,14;12332,59;1569,50;0,0;15571,02;8694,52;54990,47;44847,93;0,00;0,00;0,00;0,00;0;0
Ely Santos;SP;REPUBLICANOS;0,00;6154,10;20000,00;15000,00;0,00;1475,31;463,52;0,00;0,00;0,0;0,00;0,00;8400,00;6169,64;0,00;0,00;0,00;0,00;0;0
Jorielson;AP;PL;48053,80;1845,36;11500,00;52000,00;0,00;1058,31;0,00;0,00;0,00;0,0;0,00;2736,67;11824,22;23893,66;0,00;0,00;0,00;0,00;33950;0
Patrick Dorneles;PB;PSD;407,60;4289,02;6000,00;31107,67;1545,52;24,63;56,28;148,74;670,00;0,0;0,00;0,00;6000,00;0,00;0,00;0,00;0,00;0,00;0;0
Nelho Bezerra;CE;UNIÃO;559,70;27149,68;21350,00;12000,00;0,00;331,84;1364,79;1541,61;1399,74;0,0;0,00;30644,30;14100,00;52907,51;0,00;0,00;0,00;0,00;0;0
Tiago Andrino;TO;PSB;5659,59;11025,69;8000,00;0,00;0,00;13,55;88,49;976,21;219,90;0,0;0,00;0,00;28585,05;42958,28;0,00;0,00;0,00;0,00;0;0
Marco Brasil;PR;PP;20841,30;15836,58;15000,00;11000,00;966,33;18,13;205,78;1123,14;861,00;0,0;122,00;3836,63;40680,00;2519,89;0,00;0,00;0,00;0,00;0;0
Lucas Follador;RO;PSC;0,00;4102,70;0,00;0,00;2159,42;3,81;156,07;0,00;0,00;0,0;0,00;0,00;0,00;43251,40;0,00;0,00;0,00;0,00;0;0
Sargento Alexandre;SP;PODE;11560,00;18726,71;20000,00;0,00;0,00;15,09;55,67;1324,75;0,00;0,0;357,20;0,00;3751,94;31919,32;0,00;0,00;0,00;0,00;0;0
Eliza Virgínia;PB;PP;30850,80;6139,23;15000,00;25000,00;0,00;356,59;1196,28;1486,04;1322,00;0,0;0,00;0,00;25000,00;6025,22;0,00;0,00;0,00;0,00;0;0
